,smiles,Cas_No,CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,ExactMolWeight,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumRadicalElectrons,NumValenceElectrons,BalabanJ,BertzCT,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,MolLogP,MolMR,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAmideBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA_1,PEOE_VSA_2,PEOE_VSA_3,PEOE_VSA_4,PEOE_VSA_5,PEOE_VSA_6,PEOE_VSA_7,PEOE_VSA_8,PEOE_VSA_9,PEOE_VSA_10,PEOE_VSA_11,PEOE_VSA_12,PEOE_VSA_13,PEOE_VSA_14,SMR_VSA_1,SMR_VSA_2,SMR_VSA_3,SMR_VSA_4,SMR_VSA_5,SMR_VSA_6,SMR_VSA_7,SMR_VSA_8,SMR_VSA_9,SMR_VSA_10,SlogP_VSA_1,SlogP_VSA_2,SlogP_VSA_3,SlogP_VSA_4,SlogP_VSA_5,SlogP_VSA_6,SlogP_VSA_7,SlogP_VSA_8,SlogP_VSA_9,SlogP_VSA_10,MQNs_1,MQNs_2,MQNs_3,MQNs_4,MQNs_5,MQNs_6,MQNs_7,MQNs_8,MQNs_9,MQNs_10,MQNs_11,MQNs_12,MQNs_13,MQNs_14,MQNs_15,MQNs_16,MQNs_17,MQNs_18,MQNs_19,MQNs_20,MQNs_21,MQNs_22,MQNs_23,MQNs_24,MQNs_25,MQNs_26,MQNs_27,MQNs_28,MQNs_29,MQNs_30,MQNs_31,MQNs_32,MQNs_33,MQNs_34,MQNs_35,MQNs_36,MQNs_37,MQNs_38,MQNs_39,MQNs_40,MQNs_41,MQNs_42,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.ssNH,khs.tN,khs.aaN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.dS,khs.dssS,khs.ddssS,khs.sCl,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nHBDon,nHBAcc,bpol,apol,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW,Fsp3.1,XLogP.1,MW.1,LipinskiFailures.1,nRotB.1,MLogP.1,nAtomP.1,nAtomLC.1,nB.1,nBase.1,nAtom.1,nAromBond.1,naAromAtom.1,ALogP.1,ALogp2.1,AMR.1,nAcid.1,nSmallRings.1,nAromRings.1,nRingBlocks.1,nAromBlocks.1,nRings3.1,nRings4,nRings5.1,nRings6.1,nRings7.1,nRings8,nRings9,tpsaEfficiency.1,Zagreb.1,WPATH.1,WPOL.1,WTPT.1.1,WTPT.2.1,WTPT.3.1,WTPT.4.1,WTPT.5.1,VAdjMat.1,TopoPSA.1,topoShape.1,PetitjeanNumber.1,MDEC.11.1,MDEC.12.1,MDEC.13.1,MDEC.14,MDEC.22.1,MDEC.23.1,MDEC.24.1,MDEC.33.1,MDEC.34.1,MDEC.44.1,MDEO.11.1,MDEO.12.1,MDEO.22.1,MDEN.11.1,MDEN.12,MDEN.13,MDEN.22.1,MDEN.23.1,MDEN.33.1,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3.1,khs.dCH2,khs.ssCH2.1,khs.tCH,khs.dsCH.1,khs.aaCH.1,khs.sssCH.1,khs.ddC,khs.tsC.1,khs.dssC.1,khs.aasC.1,khs.aaaC.1,khs.ssssC.1,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH.1,khs.aaNH,khs.tN.1,khs.sssNH,khs.dsN,khs.aaN.1,khs.sssN,khs.ddsN,khs.aasN.1,khs.ssssN,khs.sOH.1,khs.dO.1,khs.ssO.1,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS.1,khs.ssS,khs.aaS,khs.dssS.1,khs.ddssS.1,khs.sCl.1,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1.1,Kier2.1,Kier3.1,HybRatio.1,fragC.1,FMF.1,ECCEN.1,SPC.4.1,SPC.5.1,SPC.6.1,VPC.4.1,VPC.5.1,VPC.6.1,SC.3.1,SC.4.1,SC.5.1,SC.6.1,VC.3.1,VC.4.1,VC.5.1,VC.6.1,SCH.3.1,SCH.4.1,SCH.5.1,SCH.6.1,SCH.7.1,VCH.3.1,VCH.4.1,VCH.5.1,VCH.6.1,VCH.7.1,C1SP1.1,C2SP1,C1SP2.1,C2SP2.1,C3SP2.1,C1SP3.1,C2SP3.1,C3SP3.1,C4SP3,ATSp1.1,ATSp2.1,ATSp3.1,ATSp4.1,ATSp5.1,ATSm1.1,ATSm2.1,ATSm3.1,ATSm4.1,ATSm5.1,nHBDon.1,nHBAcc.1,bpol.1,apol.1,HBA1,HBA2,HBD,logP,MR,MW,nF,TPSA
Endrin Aldehyde,O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl,7421-93-4,4.8544,0,1.6347,2.3765,0.567997132,-40.0402,-9.569837476,-36.1144,-8.631548757,-13.81138076,377.870631,0.842105263,1.368421053,1.842105263,372.849,0.303076124,0.159972563,0.159972563,-0.303076124,380.913,0,104,1.888627663,566.4228625,13.80096491,8.669885524,9.347243525,6.257459465,6.650190301,6.651467426,6.338492255,13.8828172,8.525246303,10.36227727,11.85059713,10.86994527,1.41,12.90501509,2.807132725,0.71976403,3.8087,76.904,19,0,1,1,0,7,1,0,0,5,5,5,0,0,0,5,0,5,0.916666667,0,2,17.07,139.705578,4.794537184,0,0,0,46.40375956,23.20187978,24.17453976,11.83581209,9.748344583,16.03450511,4.333354113,0,0,0,4.794537184,0,0,29.58953023,30.2508649,0,0,0,0,75.89179986,0,30.1162038,4.794537184,29.58953023,6.420821623,0,0,0,0,0,12,0,6,0,0,0,0,0,0,1,0,19,7,1,0,15,0,0,1,2,1,0,0,0,0,7,1,0,0,1,5,5,1,0,4,0,0,0,0,0,9,8,0.916666667,3.869,380.9093872,0,1,2.01,2,8,23,0,27,0,0,2.9762,8.85776644,75.5717,0,9,0,1,0,1,4,2,2,0.045174191,140,503,52,39.27562325,2.067138066,17.80804043,2.498883367,0,5.523561956,17.07,0.75,0.428571429,0,0,0,0.5,5.296119205,2.823048736,6.083643419,11.9312078,7.071067812,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,6,11.63705104,2.354911725,0.581744729,0.916666667,619.07,0.578947368,231,11.19845265,22.12924068,43.37388137,12.93639598,25.66243034,51.40077133,3.271908526,0.413675135,3.051135103,1.144800359,3.639208633,0.488041121,3.816556345,1.523143581,0.144337567,0.516346035,0.774356136,2.510488447,7.257015173,0.144337567,0.554997736,0.857236861,2.726435574,8.233418958,0,1,0,0,0,2,9,2551.458693,3656.658948,6767.713272,6554.651665,3111.61921,66.05216848,35.04271581,83.27337212,157.4008699,118.2152555,0,1,12.223656,40.336344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,3.869,380.9093872,0,1,2.01,2,8,23,0,27,0,0,2.9762,8.85776644,75.5717,0,9,0,1,0,1,0,4,2,2,0,0,0.045174191,140,503,52,39.27562325,2.067138066,17.80804043,2.498883367,0,5.523561956,17.07,0.75,0.428571429,0,0,0,0,0.5,5.296119205,2.823048736,6.083643419,11.9312078,7.071067812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63705104,2.354911725,0.581744729,0.916666667,619.07,0.578947368,231,11.19845265,22.12924068,43.37388137,12.93639598,25.66243034,51.40077133,3.271908526,0.413675135,3.051135103,1.144800359,3.639208633,0.488041121,3.816556345,1.523143581,0.144337567,0.516346035,0.774356136,2.510488447,7.257015173,0.144337567,0.554997736,0.857236861,2.726435574,8.233418958,0,0,1,0,0,0,2,9,0,2551.458693,3656.658948,6767.713272,6554.651665,3111.61921,66.05216848,35.04271581,83.27337212,157.4008699,118.2152555,0,1,12.223656,40.336344,1,1,0,3.8087,78.394,380.90932,0,17.07
Endosulfan I,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,115-29-7,4.9486,0,1.9556,9.8224,2.347609943,-47.3696,-11.32160612,-30.1412,-7.203919694,-12.22204769,403.8168811,0.947368421,1.315789474,1.684210526,400.881,0.304118821,0.304118821,0.268096469,-0.268096469,406.929,0,108,2.187726044,470.1834139,14.21517847,8.686411174,8.969694101,5.188423872,4.612036033,3.940673681,2.959223851,14.32176436,8.45621071,8.767340035,8.946869492,6.598894658,1.55,15.4458658,4.526742856,1.589442747,3.6898,77.3634,19,0,3,3,0,10,0,0,0,3,2,2,1,0,0,1,1,3,0.777777778,0,2,35.53,141.7906412,0,8.366170865,0,4.208898492,23.20187978,46.40375956,0,11.83581209,23.27833663,9.748344583,4.333354113,0,0,11.36131649,12.57506936,0,0,11.83581209,14.0816987,13.21376393,10.0645727,0,0,80.96695583,0,31.50436112,19.72748735,11.83581209,0,10.0645727,0,0,0,0,9,0,6,0,0,1,0,0,0,1,2,19,6,1,0,13,1,0,0,6,3,0,0,0,0,7,0,0,0,4,5,3,0,0,2,0,1,0,0,0,5,3,0.777777778,0.839,406.9261928,0,0,1.35,4,8,21,0,25,0,0,2.1434,4.59416356,79.4804,0,4,0,1,0,0,2,1,1,0.135556492,116,552,48,38.14304463,2.007528665,26.97102348,8.588847865,0,5.392317423,54.74,0.75,0.428571429,0,0,0,0.333333333,3.614408014,2.289428485,3.301927249,7.559526299,2.381101578,0,1,0.5,0,0,0,0,0,2,0,0,2,0,2,0,0,3,0,0,0,0,0,1,2,0,1,0,6,13.95918367,3.799853908,1.28,0.777777778,387.1,0.631578947,233,8.813298149,15.48001783,27.18992405,9.082453975,15.62169637,27.21877094,2.685060998,0.291666667,2.390350948,0.869608228,2.586970066,0.324377703,2.703470619,1.041050714,0,0,0.083333333,0.599595054,2.066008012,0,0,0.072916667,0.559097209,2.009709219,0,0,2,0,2,1,4,2393.174684,3104.474113,5348.977418,5719.566733,3216.638413,73.72885959,41.04400615,78.36490033,150.9259096,116.3687219,0,3,17.289242,38.226758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0.839,406.9261928,0,0,1.35,4,8,21,0,25,0,0,2.1434,4.59416356,79.4804,0,4,0,1,0,0,0,2,1,1,0,0,0.135556492,116,552,48,38.14304463,2.007528665,26.97102348,8.588847865,0,5.392317423,54.74,0.75,0.428571429,0,0,0,0,0.333333333,3.614408014,2.289428485,3.301927249,7.559526299,2.381101578,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95918367,3.799853908,1.28,0.777777778,387.1,0.631578947,233,8.813298149,15.48001783,27.18992405,9.082453975,15.62169637,27.21877094,2.685060998,0.291666667,2.390350948,0.869608228,2.586970066,0.324377703,2.703470619,1.041050714,0,0,0.083333333,0.599595054,2.066008012,0,0,0.072916667,0.559097209,2.009709219,0,0,0,2,0,2,1,4,0,2393.174684,3104.474113,5348.977418,5719.566733,3216.638413,73.72885959,41.04400615,78.36490033,150.9259096,116.3687219,0,3,17.289242,38.226758,3,3,0,4.5555,77.8985,406.92514,0,54.74
Endosulfan Sulphate,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1031-07-8,5.2372,0,2.4234,9.4319,2.254278203,-54.9055,-13.12272945,-23.8924,-5.71042065,-10.27444465,419.8117958,0.9,1.25,1.6,416.88,0.399374465,0.399374465,0.247799967,-0.247799967,422.928,0,114,2.187418774,573.9273121,15.1378282,8.999671106,9.377942391,5.355090538,4.816160179,4.036898726,3.014779407,14.73001265,8.95621071,9.37971247,9.235544627,6.765561325,1.35,16.21634356,4.456309281,1.623528318,3.3559,78.1408,20,0,4,4,0,11,0,0,0,3,2,2,1,0,0,1,1,3,0.777777778,0,2,52.6,145.0417854,0,0,8.366170865,8.417796984,23.20187978,46.40375956,0,11.83581209,23.27833663,9.748344583,4.333354113,0,0,10.39900058,16.78396785,0,0,11.83581209,14.0816987,13.21376393,10.0645727,0,0,80.00463992,0,35.71325961,18.76517145,11.83581209,0,10.0645727,0,0,0,0,9,0,6,0,0,1,0,0,0,2,2,20,6,2,0,13,1,0,0,8,4,0,0,0,0,8,0,0,0,4,4,4,0,0,2,0,1,0,0,0,5,3,0.777777778,0.681,422.9255978,0,0,1.24,5,8,22,0,26,0,0,2.2394,5.01491236,78.9568,0,4,0,1,0,0,2,1,1,0.145255566,124,641,50,39.90961425,1.995480713,29.53149839,10.95098855,0,5.459431619,60.98,0.75,0.428571429,0,0,0,0.333333333,3.614408014,2.289428485,3.301927249,7.559526299,2.381101578,0.5,2,0.5,0,0,0,0,0,2,0,0,2,0,2,0,0,3,0,0,0,0,0,2,2,0,0,1,6,14.91735537,3.8475,1.432882414,0.777777778,404.11,0.6,246,9.612156639,16.38756311,28.11731901,9.175682592,15.68715522,27.15893651,3.603492644,0.541666667,2.390350948,0.869608228,2.694533303,0.341377427,2.703470619,1.041050714,0,0,0.083333333,0.599595054,2.066008012,0,0,0.072916667,0.559097209,2.009709219,0,0,2,0,2,1,4,2466.129603,3199.611654,5566.387092,5922.964373,3451.014262,75.50332863,44.6004056,83.68830744,153.5900936,119.0329059,0,4,19.387242,39.028758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0.681,422.9255978,0,0,1.24,5,8,22,0,26,0,0,2.2394,5.01491236,78.9568,0,4,0,1,0,0,0,2,1,1,0,0,0.145255566,124,641,50,39.90961425,1.995480713,29.53149839,10.95098855,0,5.459431619,60.98,0.75,0.428571429,0,0,0,0,0.333333333,3.614408014,2.289428485,3.301927249,7.559526299,2.381101578,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,3.8475,1.432882414,0.777777778,404.11,0.6,246,9.612156639,16.38756311,28.11731901,9.175682592,15.68715522,27.15893651,3.603492644,0.541666667,2.390350948,0.869608228,2.694533303,0.341377427,2.703470619,1.041050714,0,0,0.083333333,0.599595054,2.066008012,0,0,0.072916667,0.559097209,2.009709219,0,0,0,2,0,2,1,4,0,2466.129603,3199.611654,5566.387092,5922.964373,3451.014262,75.50332863,44.6004056,83.68830744,153.5900936,119.0329059,0,4,19.387242,39.028758,4,4,0,4.4367,78.585,422.92454,0,60.98
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,17804-35-2,7.6923,1.8273,4.568,-4.7062,-1.124808795,-89.666,-21.43068834,-78.4505,-18.7501195,-22.2485835,290.1378904,1.333333333,2.095238095,2.80952381,272.179,0.452571671,0.41320683,0.41320683,-0.452571671,290.323,0,112,2.350217005,650.7065804,15.24227621,10.16823376,12.04989348,6.776665156,4.461599002,2.969698388,1.908887762,12.04989348,6.776665156,4.461599002,2.969698388,1.908887762,-2.57,14.8311391,6.735629459,3.305878854,2.5724,79.4654,21,2,7,5,2,7,4,2,2,0,0,0,0,1,1,0,0,2,0.357142857,0,0,85.25,121.8427561,10.05365156,5.316788604,19.14015254,0,0,25.47729296,18.55355576,6.544756406,18.14319898,0,0,5.948339281,0,12.12435458,14.32593732,0,14.86786677,0,19.76538045,18.97134255,24.26546827,0,0,29.1060953,10.63357721,35.3299867,4.736862954,0,19.76538045,24.26546827,0,11.03340144,0,15.53741365,14,0,0,0,0,0,0,2,2,3,0,21,10,2,0,5,5,0,4,10,7,2,2,0,0,4,6,2,0,5,4,0,0,0,1,1,0,0,0,0,2,1,0.357142857,2.024,290.3182637,0,8,2.23,16,12,22,0,39,10,9,2.9654,8.79359716,76.1601,0,2,2,1,1,0,1,1,0,0.293825808,102,944,30,42.0456323,2.002172967,20.46202437,7.746638463,12.71538591,5.459431619,85.25,0.833333333,0.454545455,0.090909091,2.31448367,1.784825525,5.978912114,9.365799833,0,4.17979401,0,0,0.166666667,0.577350269,0,0,0.944940787,1.5,0,2,3,0,4,0,0,2,1,2,0,2,0,1,1,0,2,1,0,0,0,0,17.3553719,8.585017836,4.487534626,0.357142857,1180.07,0.428571429,360,2.642567321,4.568735001,6.483142741,0.7079984,1.004898841,1.13673123,1.104904603,0,0.247525279,0,0.322311357,0,0.056714984,0,0,0,0.07856742,0.295360921,0.509192634,0,0,0.025,0.081645291,0.102565817,0,0,6,0,2,2,0,1205.143344,1391.25225,1907.726362,1889.125943,1747.871972,24.76332831,24.82400531,34.25914629,34.48528086,36.36646158,2,6,28.129726,43.448274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,2.024,290.3182637,0,8,2.23,16,12,22,0,39,10,9,2.9654,8.79359716,76.1601,0,2,2,1,1,0,0,1,1,0,0,0,0.293825808,102,944,30,42.0456323,2.002172967,20.46202437,7.746638463,12.71538591,5.459431619,85.25,0.833333333,0.454545455,0.090909091,2.31448367,1.784825525,0,5.978912114,9.365799833,0,4.17979401,0,0,0.166666667,0.577350269,0,0,0,0,0.944940787,1.5,0,0,0,0,0,0,0,2,0,3,0,0,4,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3553719,8.585017836,4.487534626,0.357142857,1180.07,0.428571429,360,2.642567321,4.568735001,6.483142741,0.7079984,1.004898841,1.13673123,1.104904603,0,0.247525279,0,0.322311357,0,0.056714984,0,0,0,0.07856742,0.295360921,0.509192634,0,0,0.025,0.081645291,0.102565817,0,0,0,6,0,2,2,0,0,1205.143344,1391.25225,1907.726362,1889.125943,1747.871972,24.76332831,24.82400531,34.25914629,34.48528086,36.36646158,2,6,28.129726,43.448274,6,7,2,3.0363,79.4004,290.31772,0,85.25
Chlorothanonil,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1897-45-6,0,0,1.0243,-6.8068,-1.626864245,-15.707,-3.754063098,-22.503,-5.37834608,-10.87758768,263.8815587,0.642857143,1,1.285714286,265.914,0.1923229,0.102378679,0.102378679,-0.1923229,265.914,0,70,3.781719624,440.5804759,10.87831518,6.54011122,6.406285083,3.203142542,2.229535744,1.486982079,0.829868049,9.430000867,4.715000434,3.741393636,3.192304069,1.899925919,-0.64,11.4348503,4.255635544,1.628792107,4.04356,55.912,14,0,2,2,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,47.58,100.1595116,0,0,0,10.52378311,0,46.40375956,0,0,31.21743624,12.13844263,0,0,0,0,0,10.52378311,0,0,0,0,31.21743624,0,12.13844263,46.40375956,0,0,0,22.66222574,11.12690298,0,20.09053325,0,0,0,8,0,4,0,0,0,0,2,0,0,0,14,6,0,2,3,3,0,0,2,2,0,0,0,0,6,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,3.956,265.9110439,0,0,1.68,10,7,14,0,14,6,6,4.2454,18.02342116,56.7526,0,1,1,1,1,0,0,1,0,0.180308166,68,272,25,26.92827695,1.923448354,14.96462466,0,4.907022678,4.807354922,47.58,0.5,0.333333333,0,0,0,0.25,5.241482788,0,9.125465128,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,4,12.07142857,4.68,2.020408163,0,14.06,0.428571429,132,3.333786563,5.442935127,7.341144975,1.957652261,2.62753508,3.172492923,1.041965886,0,0.536491903,0,0.69194671,0,0.302450963,0,0,0,0,0.037037037,0.200526428,0,0,0,0.015625,0.086493339,2,0,4,2,0,0,0,1059.826817,1238.884773,1739.904215,1806.13312,1119.218269,45.57176023,22.13944642,35.94652898,64.51187522,65.28340766,0,2,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956,265.9110439,0,0,1.68,10,7,14,0,14,6,6,4.2454,18.02342116,56.7526,0,1,1,1,1,0,0,0,1,0,0,0,0.180308166,68,272,25,26.92827695,1.923448354,14.96462466,0,4.907022678,4.807354922,47.58,0.5,0.333333333,0,0,0,0,0.25,5.241482788,0,9.125465128,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.07142857,4.68,2.020408163,0,14.06,0.428571429,132,3.333786563,5.442935127,7.341144975,1.957652261,2.62753508,3.172492923,1.041965886,0,0.536491903,0,0.69194671,0,0.302450963,0,0,0,0,0.037037037,0.200526428,0,0,0,0.015625,0.086493339,2,0,0,4,2,0,0,0,0,1059.826817,1238.884773,1739.904215,1806.13312,1119.218269,45.57176023,22.13944642,35.94652898,64.51187522,65.28340766,0,2,3,25,2,2,0,4.04356,55.912,265.911,0,47.58
Maneb,S=C([S-])NCCNC(=S)[S-].[Mn+2],12427-38-2,-0.021,0.5331,1.6721,6.8314,1.632743786,-24.8502,-5.939340344,-16.0504,-3.836137667,-3.600449667,264.8794273,1,1.272727273,1.454545455,259.264,2,2,0.411627882,-0.411627882,265.312,1,63,0,124.0537478,7.983127663,4.625897658,5.425171197,2.523603362,1.428468348,0.663675135,0.329124145,9.871580493,4.156596524,3.578298262,1.241025404,0.737372436,0.739480519,14.27393919,8.832594893,13.69401783,-0.1733,55.9314,11,2,2,4,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24.06,98.55711583,60.32690239,0,0,0,0,8.641068171,0,13.08951281,0,0,0,0,0,17.06867815,17.06867815,0,10.63357721,0,0,13.08951281,0,0,0,58.33439335,10.63357721,21.73058098,42.32625645,0,0,0,0,0,0,0,4,0,0,0,0,4,0,2,0,0,0,11,7,2,0,0,0,0,3,2,2,2,2,2,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.594,265.3063796,0,5,1.13,4,8,9,0,17,0,0,1.3814,1.90826596,41.8914,2,0,0,0,0,0,0,0,0,0.333132705,38,10000000141,7,19.49648942,1.772408129,16.24338827,0,5.729218825,4.169925001,88.24,999.000999,0.999000001,0,0,0,1,1.632993162,0,0.2,0,0,0,0,0,0,0.333333333,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,13.58024691,8.1,13.06122449,0.5,115.07,0,820130798,0.577350269,0.40824829,0.288675135,0.46291005,0.327326835,0.163663418,0.816496581,0,0,0,0.654653671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,811.2421657,785.8799474,769.2205983,553.1349013,478.1871363,56.15316404,16.34386855,31.04169103,14.03912112,13.01150468,2,2,12.439242,34.240758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.594,265.3063796,0,5,1.13,4,8,9,0,17,0,0,1.3814,1.90826596,41.8914,2,0,0,0,0,0,0,0,0,0,0,0,0.333132705,38,10000000141,7,19.49648942,1.772408129,16.24338827,0,5.729218825,4.169925001,88.24,999.000999,0.999000001,0,0,0,0,1,1.632993162,0,0.2,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58024691,8.1,13.06122449,0.5,115.07,0,820130798,0.577350269,0.40824829,0.288675135,0.46291005,0.327326835,0.163663418,0.816496581,0,0,0,0.654653671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,811.2421657,785.8799474,769.2205983,553.1349013,478.1871363,56.15316404,16.34386855,31.04169103,14.03912112,13.01150468,2,2,12.439242,34.240758,4,6,2,0.611,55.1434,265.301889,0,88.24
