No.,Compound.name,CAS.RN,log_Koa,smiles,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.ssNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssssSi,khs.dsssP,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.ssssSn,khs.sI,Kier1,Kier2,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nHBDon,nHBAcc,bpol,apol,ExactMolWeight,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumRadicalElectrons,NumValenceElectrons,BalabanJ,BertzCT,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,MolLogP,MolMR,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAmideBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA_1,PEOE_VSA_2,PEOE_VSA_3,PEOE_VSA_4,PEOE_VSA_5,PEOE_VSA_6,PEOE_VSA_7,PEOE_VSA_8,PEOE_VSA_9,PEOE_VSA_10,PEOE_VSA_11,PEOE_VSA_12,PEOE_VSA_13,PEOE_VSA_14,SMR_VSA_1,SMR_VSA_2,SMR_VSA_3,SMR_VSA_4,SMR_VSA_5,SMR_VSA_6,SMR_VSA_7,SMR_VSA_8,SMR_VSA_9,SMR_VSA_10,SlogP_VSA_1,SlogP_VSA_2,SlogP_VSA_3,SlogP_VSA_4,SlogP_VSA_5,SlogP_VSA_6,SlogP_VSA_7,SlogP_VSA_8,SlogP_VSA_9,SlogP_VSA_10,MQNs_1,MQNs_2,MQNs_3,MQNs_4,MQNs_5,MQNs_6,MQNs_7,MQNs_8,MQNs_9,MQNs_10,MQNs_11,MQNs_12,MQNs_13,MQNs_14,MQNs_15,MQNs_16,MQNs_17,MQNs_18,MQNs_19,MQNs_20,MQNs_21,MQNs_22,MQNs_23,MQNs_24,MQNs_25,MQNs_26,MQNs_27,MQNs_28,MQNs_29,MQNs_30,MQNs_31,MQNs_32,MQNs_33,MQNs_34,MQNs_35,MQNs_36,MQNs_37,MQNs_38,MQNs_39,MQNs_40,MQNs_41,MQNs_42,CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,HBA1,HBA2,HBD,logP,MR,MW,nF,TPSA
1274,"6-OH-2,3,3',4,4',5'-hexabromodiphenylether",,13.29,Oc1cc(Br)c(Br)c(Br)c1Oc1cc(Br)c(Br)c(Br)c1,0,7.617,659.5805715,2,2,1.9,14,11,21,0,24,12,12,7.6132,57.96081424,99.7297,0,2,2,2,2,0,0,2,0,0.045078188,104,800,34,39.52594886,1.976297443,20.73357898,5.650176483,0,5.392317423,29.46,1,0.5,0,0,0,0,0.814325285,9.740050281,0,11.87138853,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,16.37188209,6.405827263,0,245.08,0.65,321,15.02457955,9.307438208,8.959174862,7.687603592,5.564453131,3.921258486,2.632732897,1.602605091,18.87127877,9.755788932,8.579573366,8.714232515,4.218677703,2.036334077,1.430703954,0.826923355,4.681429194,6.555461197,9.105446996,6.221504554,7.794099173,8.805486878,1.860366219,0,0.694151867,0,1.770527584,0,1.139454993,0,0,0,0,0.100916477,0.419469076,0,0,0,0.038875529,0.252989655,0,0,12,0,0,0,0,0,2227.146849,2574.601486,3570.460173,3562.823271,2592.543473,281.0974828,55.9123287,100.8246574,285.4934652,192.7231558,1,1,14.028828,43.691172,653.531152,0.7,1.2,1.75,655.554,0.504182142,0.183900082,0.183900082,-0.504182142,659.586,0,106,2.480028452,663.1282569,15.02457955,9.307438208,9.355299532,4.997799315,3.637567859,2.275066009,1.372031305,18.87127877,9.755788932,8.579573366,8.714232515,4.218677703,0.92,17.27663861,6.998513954,3.628489684,7.7595,100.8228,20,1,2,2,1,8,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,165.6015619,9.843390349,0,0,0,0,0,113.7787646,22.36359758,4.472719516,5.749511833,11.49902367,0,0,0,9.843390349,0,0,0,0,0,45.0354183,0,17.2485355,95.57966339,4.736862954,5.106527395,0,0,0,45.0354183,0,0,0,0,12,0,0,6,0,0,0,0,0,2,0,20,9,0,0,6,6,0,2,4,2,1,1,0,0,7,1,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.3915,0.9031,1.6126,1.4396,0.344072658,-36.8693,-8.811974187,-35.3149,-8.440463671,-18.99338367,2,2,1,7.7595,101.181,659.58296,0,29.46
1275,"3-OH-2,2',4,4',5,6'-hexabromodiphenylether",,12.78,Oc1c(Br)c(Br)cc(Oc2c(Br)cc(Br)cc2Br)c1Br,0,7.885,659.5805715,2,2,1.9,14,11,21,0,24,12,12,7.6132,57.96081424,99.7297,0,2,2,2,2,0,0,2,0,0.045078188,104,789,34,39.5237201,1.976186005,20.75732173,5.608269231,0,5.392317423,29.46,1,0.5,0,0,0,0,0.814325285,9.298449367,0,12.29177268,0,0,0,0.25,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,16.37188209,6.405827263,0,245.08,0.65,319,15.02457955,9.307438208,8.981116945,7.559388616,5.734256238,3.920342922,2.773083586,1.504851859,18.87127877,9.755788932,8.698401175,6.637214398,5.16730162,2.493891408,1.813105218,0.619958478,4.53233353,6.707376403,9.194231184,4.061326452,6.175487763,7.581407796,1.875881615,0,0.64698012,0,1.834595454,0,0.561745335,0,0,0,0,0.100916477,0.419469076,0,0,0,0.038875529,0.252989655,0,0,12,0,0,0,0,0,2233.483882,2591.721185,3625.263463,3707.142775,2847.390811,281.0974828,55.9123287,100.8246574,186.3926262,268.4011385,1,1,14.028828,43.691172,653.531152,0.75,1.3,1.85,655.554,0.505389387,0.1554042,0.1554042,-0.505389387,659.586,0,106,2.511485724,663.1282569,15.02457955,9.307438208,9.355299532,4.997799315,3.63371841,2.274713068,1.378664283,18.87127877,9.755788932,8.698401175,6.637214398,5.16730162,0.92,17.27663861,6.998513954,3.628489684,7.7595,100.8228,20,1,2,2,1,8,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29.46,165.6015619,9.843390349,0,0,0,0,15.9299439,97.8488207,8.945439032,13.41815855,15.97174318,5.749511833,0,0,0,9.843390349,0,0,0,0,0,45.0354183,0,17.2485355,95.57966339,4.736862954,5.106527395,0,0,0,45.0354183,0,0,0,0,12,0,0,6,0,0,0,0,0,2,0,20,9,0,0,6,6,0,2,4,2,1,1,0,0,7,1,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.2714,1.007,1.6182,1.4391,0.343953155,-37.1286,-8.873948375,-34.7643,-8.308867113,-18.86178711,2,2,1,7.7595,101.181,659.58296,0,29.46
1348,diphenylamine,122-39-4,7.64,c1ccc(Nc2ccccc2)cc1,0,3.234,169.2228823,0,2,2.67,13,9,14,0,24,12,12,3.3801,11.42507601,54.5442,0,2,2,2,2,0,0,2,0,0.071145902,62,264,14,26.5915089,2.045500685,3.108163248,0,3.108163248,4.807354922,12.03,1,0.5,0,0,0,0,13.99526164,8.079390911,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,5.024221453,0,469.01,1,174,8.932875131,6.449489743,5.24377395,4.116156409,3.317088374,2.632993162,1.231484176,0.833333333,7.273502692,4.321367205,2.857050808,1.836253271,1.209639038,0.784686425,0.286372252,0.160375075,0.81305253,1.279039102,1.579084876,0.275783423,0.359116756,0.364411171,0.40824829,0,0,0,0.166666667,0,0,0,0,0,0,0.204124145,0.144337567,0,0,0,0.06415003,0.032075015,0,0,12,0,0,0,0,0,739.7553698,814.4341028,995.5432919,833.9651537,588.9658481,13.3599803,14.33236387,17.66472773,14.66472773,10.33236387,1,1,12.685277,29.554723,169.0891494,0.538461538,0.923076923,1.307692308,158.139,0.355527192,0.038370137,0.038370137,-0.355527192,169.227,0,64,2.161475751,315.8986487,8.932875131,6.449489743,7.273502692,4.321367205,2.857050808,1.836253271,1.209639038,7.273502692,4.321367205,2.857050808,1.836253271,1.209639038,-1.76,7.866895638,3.764211048,2.089799938,3.4302,56.1667,13,1,1,1,1,1,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,12.03,78.03835951,5.316788604,0,0,0,0,36.39820241,24.26546827,11.37477255,0,0,0,0,0,0,0,0,0,0,0,5.316788604,60.66367068,0,0,11.37477255,5.316788604,0,0,0,0,60.66367068,0,0,0,11.37477255,12,0,0,0,0,0,0,1,0,0,0,13,2,0,0,6,6,0,2,1,1,1,1,0,0,0,1,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,4.2414,0.5614,0.8919,-8.9176,-2.131357553,-18.7482,-4.480927342,-27.6657,-6.612260994,-11.27733299,1,0,1,3.5032,55.9857,169.22244,0,12.03
1475,chlorothanonil,1897-45-6,8.11,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0,3.956,265.9110439,0,0,1.68,10,7,14,0,14,6,6,4.2454,18.02342116,56.7526,0,1,1,1,1,0,0,1,0,0.180308166,68,272,25,26.92827695,1.923448354,14.96462466,0,4.907022678,4.807354922,47.58,0.5,0.333333333,0,0,0,0,0.25,5.241482788,0,9.125465128,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12.07142857,4.68,0,14.06,0.428571429,132,10.87831518,6.54011122,5.580672828,5.302883188,4.020939685,2.232243346,1.308238214,0.438459067,9.430000867,4.715000434,3.741393636,3.192304069,1.899925919,0.889413436,0.43435648,0.11242252,3.333786563,5.442935127,7.341144975,1.957652261,2.62753508,3.172492923,1.041965886,0,0.536491903,0,0.69194671,0,0.302450963,0,0,0,0,0.037037037,0.200526428,0,0,0,0.015625,0.086493339,2,0,4,2,0,0,0,0,1059.826817,1238.884773,1739.904215,1806.13312,1119.218269,45.57176023,22.13944642,35.94652898,64.51187522,65.28340766,0,2,3,25,263.8815587,0.642857143,1,1.285714286,265.914,0.1923229,0.102378679,0.102378679,-0.1923229,265.914,0,70,3.781719624,440.5804759,10.87831518,6.54011122,6.406285083,3.203142542,2.229535744,1.486982079,0.829868049,9.430000867,4.715000434,3.741393636,3.192304069,1.899925919,-0.64,11.4348503,4.255635544,1.628792107,4.04356,55.912,14,0,2,2,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,47.58,100.1595116,0,0,0,10.52378311,0,46.40375956,0,0,31.21743624,12.13844263,0,0,0,0,0,10.52378311,0,0,0,0,31.21743624,0,12.13844263,46.40375956,0,0,0,22.66222574,11.12690298,0,20.09053325,0,0,0,8,0,4,0,0,0,0,2,0,0,0,14,6,0,2,3,3,0,0,2,2,0,0,0,0,6,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0243,-6.8068,-1.626864245,-15.707,-3.754063098,-22.503,-5.37834608,-10.87758768,2,2,0,4.04356,55.912,265.911,0,47.58
1492,atrazine,1912-24-9,9.08,CCNc1nc(Cl)nc(NC(C)C)n1,0.625,1.664,215.6835113,0,4,1.68,8,9,14,0,28,6,6,2.5357,6.42977449,62.214,0,1,1,1,1,0,0,1,0,0.291640242,64,319,16,27.27288002,1.948062858,17.55409122,0,15.01805278,4.807354922,62.73,1,0.5,0.595275394,0.81982765,3.467297397,0,0,1.074569932,0,2.381101578,0,0,0,0,0,0,4.061261982,0,0,3,0,1,0,0,1,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.07142857,5.777777778,0.625,602.06,0.428571429,166,10.55204176,6.613392203,5.962553549,3.639732467,3.40121815,2.161666667,1.704182637,0.670489091,9.259991256,4.912623341,3.419084537,1.529818232,1.070114806,0.563474941,0.388977997,0.121371833,1.302628812,2.455537181,2.731083704,0.421949762,0.573579956,0.515732314,1.105171716,0,0,0,0.502064476,0,0,0,0,0,0,0.068041382,0.164266427,0,0,0,0.01118034,0.023857654,0,0,0,0,4,1,0,0,748.2956925,810.9226581,1010.423596,926.8318018,818.8557756,23.51285141,17.61358997,25.90301109,21.73154254,25.40393727,2,5,21.004898,31.095102,215.0937731,1.214285714,1.857142857,2.428571429,201.576,0.354318264,0.228497087,0.228497087,-0.354318264,215.688,0,78,2.831956368,301.7831549,10.55204176,6.613392203,8.50406231,4.534658868,3.081022835,1.360787381,0.910006486,9.259991256,4.912623341,3.419084537,1.529818232,1.070114806,-1.1,10.97751938,4.950243339,3.334193689,1.7771,57.7594,14,2,5,5,2,6,4,0,1,0,0,0,0,0,1,0,0,1,0.625,0,0,62.73,88.31804823,10.63357721,0,0,14.95193556,0,0,32.37215149,12.58659724,0,0,0,17.18026488,0,0,0,0,14.95193556,0,26.81305243,17.17833361,5.28358632,0,0,23.49761845,10.63357721,27.5385328,0,0,20.7712116,0,5.28358632,0,0,11.89667856,8,0,1,0,0,0,0,2,3,0,0,14,8,0,0,3,3,0,4,5,5,2,2,0,0,4,3,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,5.0004,1.4026,3.773,3.4045,0.813695029,-66.1446,-15.80893881,-46.2349,-11.05040631,-13.46726231,5,5,2,1.9231,57.8694,215.68326,0,62.73
1614,p-phenacetin,62-44-2,9.59,CCOc1ccc(NC(C)=O)cc1,0.3,1.614,179.2161018,0,4,2.23,10,10,13,0,26,6,6,1.2828,1.64557584,50.3514,0,1,1,1,1,0,0,1,0,0.214020936,58,280,14,25.42342491,1.95564807,8.271275267,5.322178523,2.949096744,4.700439718,38.33,0.8,0.444444444,0.111111111,2.450637095,1.618870407,0,4.251415002,6.744025826,0,0.965489385,0,0,0,0.142857143,0,0,0,0,0,2,0,1,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11.07692308,5.671875,0.3,520.03,0.461538462,171,9.681798276,6.219545353,5.304975591,3.467987774,2.830776528,2.062829086,1.102686804,0.840018537,7.833004439,4.225397411,2.638576315,1.485689114,1.004424093,0.591441848,0.250148419,0.151620545,1.075241227,1.621621451,1.812193825,0.31560269,0.407237648,0.366375195,0.816496581,0,0,0,0.253436788,0,0,0,0,0,0,0.083333333,0.11785113,0,0,0,0.027777778,0.025229119,0,1,6,0,3,0,0,0,615.7554428,662.6425637,809.4811743,707.7449594,527.2041156,14.90891837,14.3286398,18.38037531,15.3286398,13.16245786,1,2,17.745691,28.972309,179.0946287,1.384615385,2,2.461538462,166.115,0.493887434,0.220747436,0.220747436,-0.493887434,179.219,0,70,2.635972641,279.4811493,9.681798276,6.219545353,7.833004439,4.225397411,2.638576315,1.485689114,1.004424093,7.833004439,4.225397411,2.638576315,1.485689114,1.004424093,-1.51,9.577032202,4.499571342,3.151287546,2.0437,51.9147,13,1,3,2,1,3,3,1,1,0,0,0,0,1,0,0,0,1,0.3,0,0,38.33,77.71610109,10.05365156,4.794537184,0,0,0,0,31.18920547,12.61112347,6.606881965,5.749511833,0,5.907179729,0,0,9.531400138,0,0,0,13.8474744,11.92367057,24.26546827,0,5.749511833,11.594566,10.05365156,12.51406169,4.794537184,0,13.8474744,24.26546827,0,0,0,5.687386275,10,0,0,0,0,0,0,1,0,2,0,13,6,1,0,3,3,0,3,5,3,1,1,0,0,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,5.7385,0.5866,2.4362,-0.8832,-0.211089866,-50.8832,-12.16137667,-51.7664,-12.37246654,-15.15189854,3,3,1,2.1167,52.0537,179.21572,0,38.33
1681,alachlor,15972-60-8,9.31,CCc1cccc(CC)c1N(COC)C(=O)CCl,0.5,2.982,269.7675683,0,7,2.56,9,8,18,0,38,6,6,3.6385,13.23868225,74.0777,0,1,1,1,1,0,0,1,0,0.109765872,82,569,28,35.14204857,1.952336032,11.05104558,5.234703538,3.39970414,5.169925001,29.54,0.75,0.428571429,0.451168543,5.12322787,3.279538289,0,6.410500163,11.77207534,0,3.301927249,0,0,0,0.25,0,0,0,0,0,3,0,4,0,3,0,0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,16.05555556,8.2268431,0.5,1138.04,0.333333333,199,13.5436056,8.68860047,6.68297174,5.77849536,4.556185801,3.67804589,2.206181185,1.090923949,11.95808153,6.685163328,4.272409968,3.137065778,2.168568797,1.479341679,0.801738029,0.354189847,2.435042288,4.174025824,6.200945111,1.077029702,1.654289614,2.100112807,0.816229468,0,0.252697077,0,0.403632509,0,0.088229555,0,0,0,0,0.068041382,0.135508755,0,0,0,0.024056261,0.044778978,0,1,4,2,3,2,0,0,1180.940705,1337.330875,1782.460142,2004.668182,1867.35384,27.62186828,21.44659237,26.88933161,35.53360915,36.837016,0,3,27.13814,42.85986,269.1182566,1.277777778,1.833333333,2.222222222,249.612,0.363889798,0.243316122,0.243316122,-0.363889798,269.772,0,100,3.276613192,384.5305069,13.5436056,8.68860047,11.20215258,6.150640844,4.005148726,2.908433972,2.024291941,11.95808153,6.685163328,4.272409968,3.137065778,2.168568797,-1.06,14.99903188,7.391222319,3.23871366,2.9871,75.28,18,0,3,2,0,4,6,1,1,0,0,0,0,1,0,0,0,1,0.5,0,0,29.54,113.6891073,4.736862954,9.694446915,0,0,11.60093989,32.0465756,23.96854623,7.109797541,5.687386275,12.61082019,0,5.907179729,0,0,9.531400138,0,0,0,26.68911765,24.62052746,29.32600419,0,0,23.19550589,4.899909731,25.62779746,22.37304338,0,24.97437738,18.19910121,0,0,0,5.687386275,14,0,1,0,0,0,0,1,0,2,0,18,11,1,0,3,3,0,6,5,3,0,0,0,0,5,5,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,8.1341,0,2.4993,6.3069,1.507385277,-54.2288,-12.96099426,-31.44,-7.514340344,-11.57679634,3,3,0,2.9871,75.89,269.7671,0,29.54
1685,metolachlor,51218-45-2,9.37,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0.533333333,2.841,283.7941857,0,7,2.67,9,9,19,0,41,6,6,3.5775,12.79850625,79.0854,0,1,1,1,1,0,0,1,0,0.104332259,88,656,30,36.94010243,1.944215917,11.02204043,5.197508928,3.407174742,5.247927513,29.54,1,0.5,1.056236986,5.685631063,6.074668159,0,4.370485416,11.28320789,0,4.883593419,0,0,0,0.2,0,0,0,0,0,4,0,3,0,3,1,0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,17.05263158,8.3232,0.533333333,1339.04,0.315789474,231,14.41384908,9.06127927,7.382707222,6.106698403,4.960959519,3.707149575,2.112380823,1.075997969,12.82832502,7.052072839,4.905190583,3.403405864,2.449519054,1.62706811,0.774862672,0.346379945,2.845270615,5.048761637,7.599637366,1.344503466,2.097844361,2.826292723,1.09599567,0,0.328294853,0,0.61397497,0,0.135511511,0,0,0,0,0.068041382,0.155437614,0,0,0,0.024056261,0.051824894,0,1,4,2,5,2,0,0,1295.823279,1475.65736,1995.965197,2248.52415,2160.618447,28.62186828,22.44659237,29.00032586,37.58879684,39.39463894,0,3,29.324554,45.953446,283.1339066,1.473684211,2.157894737,2.684210526,261.623,0.382547052,0.241751517,0.241751517,-0.382547052,283.799,0,106,3.277693771,434.1537927,14.41384908,9.06127927,12.07239607,6.517550355,4.637929341,3.174774057,2.320751068,12.82832502,7.052072839,4.905190583,3.403405864,2.449519054,-1.06,15.99574136,7.510031316,3.706335909,3.16412,80.101,19,0,3,2,0,4,6,1,1,0,0,0,0,1,0,0,0,1,0.533333333,0,0,29.54,120.0540494,9.636772685,4.794537184,0,0,11.60093989,25.12283841,31.39519901,7.109797541,18.33610907,5.880003445,0,5.907179729,0,0,9.531400138,0,0,0,33.23387405,24.49659268,29.32600419,0,0,23.19550589,4.899909731,31.54570351,15.95222176,6.9237372,24.97437738,18.19910121,0,0,0,5.687386275,15,0,1,0,0,0,0,1,0,2,0,19,12,1,0,3,3,0,6,5,3,0,0,0,0,6,4,3,0,3,3,0,0,0,0,1,0,0,0,0,0,0,8.9176,0,2.7875,7.4372,1.777533461,-60.3527,-14.42464149,-36.1894,-8.649474187,-12.95267739,3,3,0,3.1641,80.697,283.79368,0,29.54
1724,N-nitrosomethylbutylamine,7068-83-9,4.3,CCCCN(C)N=O,1,1.075,116.1617799,0,4,1.68,3,7,7,0,20,0,0,1.4195,2.01498025,33.9237,0,0,0,0,0,0,0,0,0,0.281407557,28,76,6,14.66013744,1.832517181,8.122585161,2.389521394,5.733063767,3.807354922,32.67,1,0.5,0.2,2.620741394,0,0,2.381101578,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5.142857143,1,305.03,0,63,6.405777394,3.808060412,2.655648531,1.747400241,0.756710003,0.49279928,0.144337567,0,5.423995825,2.853122329,1.816458969,0.974658756,0.427763273,0.257692075,0.028867513,0,0.49279928,0.348461713,0.288675135,0.157735027,0.111535507,0.099578192,0.288675135,0,0,0,0.141421356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,267.2448198,252.78459,241.70725,185.4566097,119.2829793,9.494429638,8.245805765,8.052007397,6.996547821,4.664455843,0,1,14.736484,19.803516,116.094963,1.625,2.25,2.625,104.068,0.263962144,0.052073895,0.052073895,-0.263962144,116.164,0,48,2.97540949,65.44900955,6.405777394,3.808060412,5.423995825,2.853122329,1.816458969,0.974658756,0.427763273,5.423995825,2.853122329,1.816458969,0.974658756,0.427763273,-0.6,7.4,4.55625,3.585185185,1.3997,33.333,8,0,3,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.67,49.62372116,0,5.008912524,0,0,4.907065244,13.34455882,6.420821623,13.59242839,5.285884721,0,0,0,0,0,0,0,5.008912524,5.285884721,19.76538045,13.59242839,4.907065244,0,0,0,0,18.60134091,0,4.907065244,19.76538045,5.285884721,0,0,0,0,5,0,0,0,0,0,0,2,0,1,0,8,6,1,0,0,0,0,4,4,3,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5647,0,1.903,7.3556,1.758030593,-36.3913,-8.697729446,-14.7787,-3.532194073,-5.435786073,3,3,0,1.3997,33.783,116.16158,0,32.67
1754,"5-tert-Butyl-2,4,6-trinitro-m-xylene",81-15-2,8.24,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0.5,3.756,297.2644813,0,4,1.79,15,8,21,0,36,6,6,3.886,15.100996,76.7804,0,1,1,1,1,0,0,1,0,0.435616645,108,774,39,40.09181412,1.909134006,23.62023254,14.51445093,9.10578161,5.392317423,129.42,0.75,0.428571429,2.692173218,0,10.40864443,2.871745887,0,0,0,9.125465128,2.620741394,0,3.114327349,0,0,0,0,0,0.75,5,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,19.04761905,6.629935721,0.5,876.09,0.285714286,227,16.69615242,9.407477288,10.07414395,6.567235307,6.315240953,4.690929602,2.746580617,1.308578336,11.84606521,6.176685576,5.743672874,3.597226264,2.685345398,1.643906026,0.65571135,0.315330876,5.161609186,9.614196389,15.66096655,2.507301695,3.987974481,5.475342335,3.180483961,0.288675135,0.942758617,0.096225045,1.827665043,0.25,0.408470869,0.0625,0,0,0,0.037037037,0.156742623,0,0,0,0.015625,0.07220813,0,0,3,3,5,0,0,1,1264.709815,1522.74866,2300.164176,2594.987136,2507.542681,26.72675512,24.81931538,38.31305057,44.97928692,58.54578575,0,0,20.166105,39.233895,297.0960852,0.714285714,1,1.19047619,282.147,0.289304753,0.289304753,0.258284869,-0.258284869,297.267,0,114,4.166135675,618.9322145,16.69615242,9.407477288,12.29113053,6.016265508,5.692149749,3.192149749,2.433412038,12.29113053,6.016265508,5.692149749,3.192149749,2.433412038,-2.58,16.47428882,5.075467332,2.665530512,3.32554,74.5792,21,0,9,6,0,9,3,0,1,0,0,0,0,1,0,0,0,1,0.5,0,0,129.42,119.579983,0,30.34295481,0,0,0,20.7712116,13.8474744,5.414990469,14.76993315,16.69035448,0,0,17.06215882,0,14.76993315,0,0,0,40.03367647,0,47.03330928,0,0,17.06215882,0,14.76993315,5.414990469,44.19042921,37.46156607,0,0,0,0,17.06215882,12,0,0,0,0,0,0,3,0,6,0,21,12,3,0,3,3,0,3,18,9,0,0,3,3,11,0,3,1,0,6,0,0,0,0,1,0,0,0,0,0,0,10.9465,0,3.7737,0.5476,0.130879541,-88.4288,-21.13499044,-66.0306,-15.78169216,-20.30442656,3,0,0,4.8951,82.11,297.264,0,137.46
